Index,Data.available.as.of.24.May.2017,Data.Downloaded,CatalogID,LocID,iso.code,CountryName.UN,CountryName.MICS,StartYear,EndYear,Type,Phase,Recode,SurveyName,ShortName,Survey.code,Name.for.labels,StartDate,EndDate,RefDate,ImplementingOrg,OfficialName,Births.Recode,Births.Raw,Couples.Recode,HH.Recode,HH.Raw,Height.WeightScores,Individual.Recode,Individual.Raw,Childrens.Recode,Childrens.Raw,Male.Recode,Male.Raw,HHMember.Recode,HHMember.Raw,Verbal.Autopsy,HIVTestData,Other.Biomarkers,Wealth.Index,Service.Availability,Other,Download.notes,Sample.Type.Female.x,Sample.Type.Male,Sample.Size.HH,Sample.Size.Female,Sample.Size.Male,Sample.Age.Female,Sample.Age.Male,Deaths.HH,Deaths.Causes,Verbal.Autopsy.1,Sibling.Female,Sibling.Male,Orphanhood.Female,Orphanhood.Male,Pregnancy.History,Health.Expenditures,Maternal.Mortality,Genital.Mutilation,Abortion,Micronutrients,Migration,AIDS.Test,Geography,Availability,Child.mort.processed,Child.mort.indirect.only,Siblings.processed,PregRelCode,PregRelCode.notes,MosquitoNets,Functioning.Disability.Children.5.17,Global.Adults.Tobacco,Status,Reports,Updated.by,Updated.on,Notes,Sample.Type.Female,FieldWorkStart,FieldWorkEnd,FieldWorkMiddle
910,N,N,5002,624,GNB,Guinea-Bissau,Guinea-Bissau,2010,2010,NA,MICS4,MICS,Guinea-Bissau 2010 Multiple Indicator Cluster Survey,2010 MICS,,Guinea-Bissau 2010 MICS,2010,2010,2010.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,2010-03-12,2010-07-11,2010.359985
1540,N,N,4441,462,MDV,Maldives,Maldives,2001,2001,NA,MICS2,MICS,Maldives 2001 Multiple Indicator Cluster Survey,2001 MICS,mv2,Maldives 2001 MICS,2001,2001,2001.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,2001-03-15,2001-03-28,2001.218994
1550,N,N,NA,466,MLI,Mali,Mali,1996,1996,NA,MICS1,MICS,Mali 1996 Multiple Indicator Cluster Survey,,ml1,Mali 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1560,N,N,5011,466,MLI,Mali,Mali,2009,2010,NA,MICS4,MICS,Mali 2009-2010 Multiple Indicator Cluster Survey,2009-2010 MICS,ml4,Mali 2009-2010 MICS,2009,2010,2010,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Report writing,,,,,NA,0,0,2010
1000,Y,Y,NA,NA,N/A,N/A,Indonesia (Papua Selected Districts),2011,2011,NA,MICS4,MICS,Indonesia (Papua Selected Districts) 2011 Multiple Indicator Cluster Survey,,,Indonesia (Papua Selected Districts) 2011 MICS,2011,2011,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
960,N,N,NA,356,IND,India,India,1995,1996,NA,MICS1,MICS,India 1995-1996 Multiple Indicator Cluster Survey,,ia1,India 1995-1996 MICS,1995,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Summary,,,,NA,,,
420,N,N,5635,384,CIV,Côte d'Ivoire,Côte d'Ivoire,2016,2016,NA,MICS5,MICS,Côte d'Ivoire 2015-2016 Multiple Indicator Cluster Survey,2015-2016 MICS,,Côte d'Ivoire 2015-2016 MICS,2016,2016,2016,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Data processing / analysis,,AD,17-Aug-16,,NA,0,0,2016
980,N,N,NA,360,IDN,Indonesia,Indonesia,1996,1996,NA,MICS1,MICS,Indonesia 1996 Multiple Indicator Cluster Survey,,id1,Indonesia 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1610,N,N,5638,478,MRT,Mauritania,Mauritania,2015,2015,NA,MICS5,MICS,Mauritania 2015 Multiple Indicator Cluster Survey,2015 MICS,mr5,Mauritania 2015 MICS,2015,2015,2015.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Report writing,Key findings,AD,07-Oct-16,,NA,2015-07-01,2015-11-30,2015.709961
2260,Y,Y,NA,NA,N/A,N/A,Somalia (Northeast Zone),2011,2011,NA,MICS4,MICS,Somalia (Northeast Zone) 2011 Multiple Indicator Cluster Survey,,,Somalia (Northeast Zone) 2011 MICS,2011,2011,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1650,N,N,NA,496,MNG,Mongolia,Mongolia,1996,1996,NA,MICS1,MICS,Mongolia 1996 Multiple Indicator Cluster Survey,,,Mongolia 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1460,Y,Y,NA,NA,N/A,N/A,"Macedonia, The Former Yugoslav Republic of (Roma Settlements)",2011,2011,NA,MICS4,MICS,The former Yugoslav Republic of Macedonia (Roma Settlements) 2011 Multiple Indicator Cluster Survey,,,The former Yugoslav Republic of Macedonia (Roma Settlements) 2011 MICS,2011,2011,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1050,N,N,NA,368,IRQ,Iraq,Iraq,1996,1996,NA,MICS1,MICS,Iraq 1996 Multiple Indicator Cluster Survey,,,Iraq 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1490,Y,Y,NA,NA,N/A,N/A,Madagascar (South),2012,2012,NA,MICS4,MICS,Madagascar (South) 2012 Multiple Indicator Cluster Survey,,,Madagascar (South) 2012 MICS,2012,2012,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1250,N,N,4995,408,PRK,Dem. People's Republic of Korea,"Korea, Democratic People's Republic of",2009,2009,NA,MICS4,MICS,Democratic People's Republic of Korea 2009 Multiple Indicator Cluster Survey,2009 MICS,,Democratic People's Republic of Korea 2009 MICS,2009,2009,2009.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,2009-09-01,2009-10-31,2009.75
1710,N,N,NA,NA,N/A,N/A,Mongolia (Nalaikh District),2012,2012,NA,MICS4,MICS,Mongolia (Nalaikh District) 2012 Multiple Indicator Cluster Survey,,,Mongolia (Nalaikh District) 2012 MICS,2012,2012,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1740,Y,Y,NA,NA,N/A,N/A,Montenegro (Roma Settlements),2013,2013,NA,MICS5,MICS,Montenegro (Roma Settlements) 2013 Multiple Indicator Cluster Survey,,,Montenegro (Roma Settlements) 2013 MICS,2013,2013,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,"Final,Key findings",,,,NA,,,
1750,N,N,1928,508,MOZ,Mozambique,Mozambique,1995,1995,NA,MICS1,MICS,Mozambique 1995 Multiple Indicator Cluster Survey,1995 MICS,mz1,Mozambique 1995 MICS,1995,1995,1995.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,1995-07-01,1995-08-30,1995.579956
1390,N,N,NA,426,LSO,Lesotho,Lesotho,1996,1996,NA,MICS1,MICS,Lesotho 1996 Multiple Indicator Cluster Survey,,,Lesotho 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1170,N,N,NA,NA,N/A,N/A,Kenya (Bungoma County),2013,2014,NA,MICS5,MICS,Kenya (Bungoma County) 2013-2014 Multiple Indicator Cluster Survey,,,Kenya (Bungoma County) 2013-2014 MICS,2013,2014,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Report writing,Key findings,,,,NA,,,
1190,N,N,NA,NA,N/A,N/A,Kenya (Kakamega County),2013,2014,NA,MICS5,MICS,Kenya (Kakamega County) 2013-2014 Multiple Indicator Cluster Survey,,,Kenya (Kakamega County) 2013-2014 MICS,2013,2014,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Report writing,Key findings,,,,NA,,,
1220,N,N,NA,NA,N/A,N/A,Kenya (Turkana County),2013,2014,NA,MICS5,MICS,Kenya (Turkana County) 2013-2014 Multiple Indicator Cluster Survey,,,Kenya (Turkana County) 2013-2014 MICS,2013,2014,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Report writing,Key findings,,,,NA,,,
2930,N,N,1903,NA,N/A,N/A,"Zaire (currently Congo, Democratic Republic of the)",1995,1995,NA,MICS1,MICS,Democratic Republic of the Congo 1995 Multiple Indicator Cluster Survey,1995 MICS,,Democratic Republic of the Congo 1995 MICS,1995,1995,1995.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,1995-03-18,1995-05-18,1995.292969
1280,N,N,NA,417,KGZ,Kyrgyzstan,Kyrgyzstan,1995,1995,NA,MICS1,MICS,Kyrgyzstan 1995 Multiple Indicator Cluster Survey,,ky1,Kyrgyzstan 1995 MICS,1995,1995,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1160,N,N,NA,NA,N/A,N/A,Kenya (20 of 56 districts),1996,1996,NA,MICS1,MICS,Kenya (20 of 56 districts) 1996 Multiple Indicator Cluster Survey,,,Kenya (20 of 56 districts) 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
740,N,N,NA,266,GAB,Gabon,Gabon,1996,1996,NA,MICS1,MICS,Gabon 1996 Multiple Indicator Cluster Survey,,ga1,Gabon 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1310,N,N,NA,418,LAO,Lao People's Democratic Republic,Lao People's Democratic Republic,1996,1996,NA,MICS1,MICS,Lao People's Democratic Republic 1996 Multiple Indicator Cluster Survey,,,Lao People's Democratic Republic 1996 MICS,1996,1996,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2120,N,N,NA,NA,N/A,N/A,Senegal (Dakar City),2015,2015,NA,MICS5,MICS,Senegal (Dakar City) 2015 Multiple Indicator Cluster Survey,,,Senegal (Dakar City) 2015 MICS,2015,2015,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,,,,NA,,,
2600,N,N,NA,NA,N/A,N/A,Thailand (15 Provinces),2015,2015,NA,MICS5,MICS,Thailand (15 Provinces) 2015 Multiple Indicator Cluster Survey,,,Thailand (15 Provinces) 2015 MICS,2015,2015,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,,,,NA,,,
40,N,N,NA,NA,N/A,N/A,Afghanistan (Selected Regions of East),2000,2000,NA,MICS2,MICS,Afghanistan (Selected Regions of East) 2000 Multiple Indicator Cluster Survey,,,Afghanistan (Selected Regions of East) 2000 MICS,2000,2000,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1350,N,N,1932,422,LBN,Lebanon,Lebanon,2000,2000,NA,MICS2,MICS,Lebanon 2000 Multiple Indicator Cluster Survey,2000 MICS,,Lebanon 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Preliminary,,,,NA,2000-11-01,2000-12-31,2000.920044
2490,N,N,NA,760,SYR,Syrian Arab Republic,Syrian Arab Republic,1995,1995,NA,MICS1,MICS,Syrian Arab Republic 1995 Multiple Indicator Cluster Survey,,,Syrian Arab Republic 1995 MICS,1995,1995,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
2920,N,N,NA,NA,N/A,N/A,"Yugoslavia, The Federal Republic of (including current Serbia and Montenegro)",2000,2000,NA,MICS2,MICS,"Yugoslavia, The Federal Republic of (including current Serbia and Montenegro) 2000 Multiple Indicator Cluster Survey",,,"Yugoslavia, The Federal Republic of (including current Serbia and Montenegro) 2000 MICS",2000,2000,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1360,N,N,NA,NA,N/A,N/A,Lebanon (Palestinians),2001,2001,NA,MICS2,MICS,Lebanon (Palestinians) 2001 Multiple Indicator Cluster Survey,,,Lebanon (Palestinians) 2001 MICS,2001,2001,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
NA,N,N,NA,NA,,,Belarus,2018,NA,NA,MICS6,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Survey design,,AD,24-May-17,,NA,,,
1470,N,N,1911,450,MDG,Madagascar,Madagascar,1995,1995,NA,MICS1,MICS,Madagascar 1995 Multiple Indicator Cluster Survey,1995 MICS,md1,Madagascar 1995 MICS,1995,1995,1995.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,0,0,1995.5
1890,N,N,5640,566,NGA,Nigeria,Nigeria,2016,2016,NA,MICS5,MICS,Nigeria 2015 Multiple Indicator Cluster Survey,2015 MICS,,Nigeria 2015 MICS,2016,2016,2015.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Data collection,,AD,07-Oct-16,,NA,0,0,2016.5
1500,N,N,4456,454,MWI,Malawi,Malawi,1995,1995,NA,MICS1,MICS,Malawi 1995 Multiple Indicator Cluster Survey,1995 MICS,mw1,Malawi 1995 MICS,1995,1995,1995.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,1995-10-01,1995-10-31,1995.791992
1180,N,N,NA,NA,N/A,N/A,Kenya (Eastern Province),2008,2008,NA,MICS3,MICS,Kenya (Eastern Province) 2008 Multiple Indicator Cluster Survey,,,Kenya (Eastern Province) 2008 MICS,2008,2008,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1920,N,N,NA,586,PAK,Pakistan,Pakistan,1995,1995,NA,MICS1,MICS,Pakistan 1995 Multiple Indicator Cluster Survey,,,Pakistan 1995 MICS,1995,1995,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1530,N,N,NA,462,MDV,Maldives,Maldives,1995,1995,NA,MICS1,MICS,Maldives 1995 Multiple Indicator Cluster Survey,,mv1,Maldives 1995 MICS,1995,1995,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1930,Y,Y,5508,NA,N/A,N/A,Pakistan (Balochistan),2010,2010,NA,MICS4,MICS,Pakistan (Balochistan) 2010 Multiple Indicator Cluster Survey,2010 MICS,,Pakistan (Balochistan) 2010 MICS,2010,2010,2010.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,0,0,2010.5
2160,Y,Y,NA,NA,N/A,N/A,Serbia (Roma Settlements),2010,2010,NA,MICS4,MICS,Serbia (Roma Settlements) 2010 Multiple Indicator Cluster Survey,,,Serbia (Roma Settlements) 2010 MICS,2010,2010,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
840,Y,Y,NA,NA,N/A,N/A,Ghana (Accra),2010,2011,NA,MICS4,MICS,Ghana (Accra) 2010-2011 Multiple Indicator Cluster Survey,,,Ghana (Accra) 2010-2011 MICS,2010,2011,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
NA,N,N,NA,NA,,Afghanistan,Afghanistan,2003,NA,NA,MICS2,MICS,,,,,NA,NA,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,AD,16-Jan-17,,NA,,,
1580,N,N,1909,478,MRT,Mauritania,Mauritania,1995,1996,NA,MICS1,MICS,Mauritania 1996 Multiple Indicator Cluster Survey,1996 MICS,mr1,Mauritania 1996 MICS,1995,1996,1996.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,0,0,1996.5
970,N,N,2898,356,IND,India,India,2000,2000,NA,MICS2,MICS,India 2000 Multiple Indicator Cluster Survey,2000 MICS,ia2,India 2000 MICS,2000,2000,2000.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,0,0,2000.5
1380,Y,Y,NA,NA,N/A,N/A,Lebanon (Palestinians),2011,2011,NA,MICS4,MICS,Lebanon (Palestinians) 2011 Multiple Indicator Cluster Survey,,,Lebanon (Palestinians) 2011 MICS,2011,2011,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
1950,Y,Y,5021,NA,N/A,N/A,Pakistan (Punjab),2011,2011,NA,MICS4,MICS,Pakistan (Punjab) 2011 Multiple Indicator Cluster Survey,2011 MICS,,Pakistan (Punjab) 2011 MICS,2011,2011,2011.5,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,0,0,2011.5
1430,N,N,NA,807,MKD,TFYR Macedonia,"Macedonia, The Former Yugoslav Republic of",1999,1999,NA,MICS2,MICS,The former Yugoslav Republic of Macedonia 1999 Multiple Indicator Cluster Survey,,,The former Yugoslav Republic of Macedonia 1999 MICS,1999,1999,NA,NA,NA,,NA,NA,,NA,,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,Completed,Final,,,,NA,,,
